Product Name,Region,AQ Min (kWh),AQ Max (kWh),Contract Length (months),Valid from,Valid to,p/kWh
10EM1B15853 Start Month 2 - 3 Year,EM1,150001,200000,36,01/12/2019,30/11/2022,2.694566
10EM1B15853 Start Month 2 - 4 Year,EM1,150001,200000,48,01/12/2019,30/11/2023,2.712873
10EM1B15853 Start Month 2 - 5 Year,EM1,150001,200000,60,01/12/2019,30/11/2024,2.720173
10EM1B15853 Start Month 3 - 1 Year,EM1,150001,200000,12,01/01/2020,31/12/2020,2.657396
10EM1B15853 Start Month 3 - 2 Year,EM1,150001,200000,24,01/01/2020,31/12/2021,2.694562
10EM1B15853 Start Month 3 - 3 Year,EM1,150001,200000,36,01/01/2020,31/12/2022,2.707797
10EM1B15853 Start Month 3 - 4 Year,EM1,150001,200000,48,01/01/2020,31/12/2023,2.725296
10EM1B15853 Start Month 3 - 5 Year,EM1,150001,200000,60,01/01/2020,31/12/2024,2.734517
10EM1B15853 Start Month 4 - 1 Year,EM1,150001,200000,12,01/02/2020,31/01/2021,2.680941
10EM1B15853 Start Month 4 - 2 Year,EM1,150001,200000,24,01/02/2020,31/01/2022,2.706783
10EM1B15853 Start Month 4 - 3 Year,EM1,150001,200000,36,01/02/2020,31/01/2023,2.717291
10EM1B15853 Start Month 4 - 4 Year,EM1,150001,200000,48,01/02/2020,31/01/2024,2.737216
10EM1B15853 Start Month 4 - 5 Year,EM1,150001,200000,60,01/02/2020,31/01/2025,2.740981
10EM1B15853 Start Month 5 - 1 Year,EM1,150001,200000,12,01/03/2020,28/02/2021,2.701242
10EM1B15853 Start Month 5 - 2 Year,EM1,150001,200000,24,01/03/2020,28/02/2022,2.716267
10EM1B15853 Start Month 5 - 3 Year,EM1,150001,200000,36,01/03/2020,28/02/2023,2.724876
10EM1B15853 Start Month 5 - 4 Year,EM1,150001,200000,48,01/03/2020,29/02/2024,2.745296
10EM1B15853 Start Month 5 - 5 Year,EM1,150001,200000,60,01/03/2020,28/02/2025,2.749681
10EM1B15853 Start Month 6 - 1 Year,EM1,150001,200000,12,01/04/2020,31/03/2021,2.731037
10EM1B15853 Start Month 6 - 2 Year,EM1,150001,200000,24,01/04/2020,31/03/2022,2.728789
10EM1B15853 Start Month 6 - 3 Year,EM1,150001,200000,36,01/04/2020,31/03/2023,2.737099
10EM1B15853 Start Month 6 - 4 Year,EM1,150001,200000,48,01/04/2020,31/03/2024,2.757226
10EM1B15853 Start Month 6 - 5 Year,EM1,150001,200000,60,01/04/2020,31/03/2025,2.758177
10EM1B15853 Start Month 7 - 1 Year,EM1,150001,200000,12,01/05/2020,30/04/2021,2.736479
10EM1B15853 Start Month 7 - 2 Year,EM1,150001,200000,24,01/05/2020,30/04/2022,2.733841
10EM1B15853 Start Month 7 - 3 Year,EM1,150001,200000,36,01/05/2020,30/04/2023,2.739523
10EM1B15853 Start Month 7 - 4 Year,EM1,150001,200000,48,01/05/2020,30/04/2024,2.759751
10EM1B15853 Start Month 7 - 5 Year,EM1,150001,200000,60,01/05/2020,30/04/2025,2.750764
10EM1B15853 Start Month 8 - 1 Year,EM1,150001,200000,12,01/06/2020,31/05/2021,2.738297
10EM1B15853 Start Month 8 - 2 Year,EM1,150001,200000,24,01/06/2020,31/05/2022,2.734548
10EM1B15853 Start Month 8 - 3 Year,EM1,150001,200000,36,01/06/2020,31/05/2023,2.742353
10EM1B15853 Start Month 8 - 4 Year,EM1,150001,200000,48,01/06/2020,31/05/2024,2.762581
10EM1B15853 Start Month 8 - 5 Year,EM1,150001,200000,60,01/06/2020,31/05/2025,2.743868
10EM1B15853 Start Month 9 - 1 Year,EM1,150001,200000,12,01/07/2020,30/06/2021,2.741024
10EM1B15853 Start Month 9 - 2 Year,EM1,150001,200000,24,01/07/2020,30/06/2022,2.73576
10EM1B15853 Start Month 9 - 3 Year,EM1,150001,200000,36,01/07/2020,30/06/2023,2.743464
10EM1B15853 Start Month 9 - 4 Year,EM1,150001,200000,48,01/07/2020,30/06/2024,2.751786
10EM1B15853 Start Month 9 - 5 Year,EM1,150001,200000,60,01/07/2020,30/06/2025,2.724244
10EM2B15853 Start Month 1 - 1 Year,EM2,150001,200000,12,01/11/2019,31/10/2020,2.595119
10EM2B15853 Start Month 1 - 2 Year,EM2,150001,200000,24,01/11/2019,31/10/2021,2.655101
10EM2B15853 Start Month 1 - 3 Year,EM2,150001,200000,36,01/11/2019,31/10/2022,2.680151
10EM2B15853 Start Month 1 - 4 Year,EM2,150001,200000,48,01/11/2019,31/10/2023,2.701286
10EM2B15853 Start Month 1 - 5 Year,EM2,150001,200000,60,01/11/2019,31/10/2024,2.711921
10EM2B15853 Start Month 10 - 1 Year,EM2,150001,200000,12,01/08/2020,31/07/2021,2.749928
10EM2B15853 Start Month 10 - 2 Year,EM2,150001,200000,24,01/08/2020,31/07/2022,2.746607
10EM2B15853 Start Month 10 - 3 Year,EM2,150001,200000,36,01/08/2020,31/07/2023,2.753907
10EM2B15853 Start Month 10 - 4 Year,EM2,150001,200000,48,01/08/2020,31/07/2024,2.751828
10EM2B15853 Start Month 10 - 5 Year,EM2,150001,200000,60,01/08/2020,31/07/2025,2.716873
10EM2B15853 Start Month 11 - 1 Year,EM2,150001,200000,12,01/09/2020,31/08/2021,2.751847
10EM2B15853 Start Month 11 - 2 Year,EM2,150001,200000,24,01/09/2020,31/08/2022,2.747617
10EM2B15853 Start Month 11 - 3 Year,EM2,150001,200000,36,01/09/2020,31/08/2023,2.754816
10EM2B15853 Start Month 11 - 4 Year,EM2,150001,200000,48,01/09/2020,31/08/2024,2.754658
10EM2B15853 Start Month 11 - 5 Year,EM2,150001,200000,60,01/09/2020,31/08/2025,2.69836
10EM2B15853 Start Month 12 - 1 Year,EM2,150001,200000,12,01/10/2020,30/09/2021,2.750936
10EM2B15853 Start Month 12 - 2 Year,EM2,150001,200000,24,01/10/2020,30/09/2022,2.747819
10EM2B15853 Start Month 12 - 3 Year,EM2,150001,200000,36,01/10/2020,30/09/2023,2.757151
10EM2B15853 Start Month 12 - 4 Year,EM2,150001,200000,48,01/10/2020,30/09/2024,2.756993
10EM2B15853 Start Month 12 - 5 Year,EM2,150001,200000,60,01/10/2020,30/09/2025,2.691464
10EM2B15853 Start Month 2 - 1 Year,EM2,150001,200000,12,01/12/2019,30/11/2020,2.639862
10EM2B15853 Start Month 2 - 2 Year,EM2,150001,200000,24,01/12/2019,30/11/2021,2.684997
10EM2B15853 Start Month 2 - 3 Year,EM2,150001,200000,36,01/12/2019,30/11/2022,2.701866
10EM2B15853 Start Month 2 - 4 Year,EM2,150001,200000,48,01/12/2019,30/11/2023,2.721993
10EM2B15853 Start Month 2 - 5 Year,EM2,150001,200000,60,01/12/2019,30/11/2024,2.729293
10EM2B15853 Start Month 3 - 1 Year,EM2,150001,200000,12,01/01/2020,31/12/2020,2.666526
10EM2B15853 Start Month 3 - 2 Year,EM2,150001,200000,24,01/01/2020,31/12/2021,2.703682
10EM2B15853 Start Month 3 - 3 Year,EM2,150001,200000,36,01/01/2020,31/12/2022,2.715097
10EM2B15853 Start Month 3 - 4 Year,EM2,150001,200000,48,01/01/2020,31/12/2023,2.734416
10EM2B15853 Start Month 3 - 5 Year,EM2,150001,200000,60,01/01/2020,31/12/2024,2.743647
10EM2B15853 Start Month 4 - 1 Year,EM2,150001,200000,12,01/02/2020,31/01/2021,2.690061
10EM2B15853 Start Month 4 - 2 Year,EM2,150001,200000,24,01/02/2020,31/01/2022,2.714083
10EM2B15853 Start Month 4 - 3 Year,EM2,150001,200000,36,01/02/2020,31/01/2023,2.726421
10EM2B15853 Start Month 4 - 4 Year,EM2,150001,200000,48,01/02/2020,31/01/2024,2.746346
10EM2B15853 Start Month 4 - 5 Year,EM2,150001,200000,60,01/02/2020,31/01/2025,2.751931
10EM2B15853 Start Month 5 - 1 Year,EM2,150001,200000,12,01/03/2020,28/02/2021,2.710362
10EM2B15853 Start Month 5 - 2 Year,EM2,150001,200000,24,01/03/2020,28/02/2022,2.723567
10EM2B15853 Start Month 5 - 3 Year,EM2,150001,200000,36,01/03/2020,28/02/2023,2.733996
10EM2B15853 Start Month 5 - 4 Year,EM2,150001,200000,48,01/03/2020,29/02/2024,2.754426
10EM2B15853 Start Month 5 - 5 Year,EM2,150001,200000,60,01/03/2020,28/02/2025,2.758811
10EM2B15853 Start Month 6 - 1 Year,EM2,150001,200000,12,01/04/2020,31/03/2021,2.738337
10EM2B15853 Start Month 6 - 2 Year,EM2,150001,200000,24,01/04/2020,31/03/2022,2.736089
10EM2B15853 Start Month 6 - 3 Year,EM2,150001,200000,36,01/04/2020,31/03/2023,2.744399
10EM2B15853 Start Month 6 - 4 Year,EM2,150001,200000,48,01/04/2020,31/03/2024,2.764526
10EM2B15853 Start Month 6 - 5 Year,EM2,150001,200000,60,01/04/2020,31/03/2025,2.767297
10EM2B15853 Start Month 7 - 1 Year,EM2,150001,200000,12,01/05/2020,30/04/2021,2.745609
10EM2B15853 Start Month 7 - 2 Year,EM2,150001,200000,24,01/05/2020,30/04/2022,2.741141
10EM2B15853 Start Month 7 - 3 Year,EM2,150001,200000,36,01/05/2020,30/04/2023,2.746823
10EM2B15853 Start Month 7 - 4 Year,EM2,150001,200000,48,01/05/2020,30/04/2024,2.768871
10EM2B15853 Start Month 7 - 5 Year,EM2,150001,200000,60,01/05/2020,30/04/2025,2.761714
10EM2B15853 Start Month 8 - 1 Year,EM2,150001,200000,12,01/06/2020,31/05/2021,2.745597
10EM2B15853 Start Month 8 - 2 Year,EM2,150001,200000,24,01/06/2020,31/05/2022,2.741848
10EM2B15853 Start Month 8 - 3 Year,EM2,150001,200000,36,01/06/2020,31/05/2023,2.749653
10EM2B15853 Start Month 8 - 4 Year,EM2,150001,200000,48,01/06/2020,31/05/2024,2.771711
10EM2B15853 Start Month 8 - 5 Year,EM2,150001,200000,60,01/06/2020,31/05/2025,2.752998
10EM2B15853 Start Month 9 - 1 Year,EM2,150001,200000,12,01/07/2020,30/06/2021,2.748324
10EM2B15853 Start Month 9 - 2 Year,EM2,150001,200000,24,01/07/2020,30/06/2022,2.74306
10EM2B15853 Start Month 9 - 3 Year,EM2,150001,200000,36,01/07/2020,30/06/2023,2.750764
10EM2B15853 Start Month 9 - 4 Year,EM2,150001,200000,48,01/07/2020,30/06/2024,2.760906
10EM2B15853 Start Month 9 - 5 Year,EM2,150001,200000,60,01/07/2020,30/06/2025,2.733364
10EM3B15853 Start Month 1 - 1 Year,EM3,150001,200000,12,01/11/2019,31/10/2020,2.624319
10EM3B15853 Start Month 1 - 2 Year,EM3,150001,200000,24,01/11/2019,31/10/2021,2.680651
10EM3B15853 Start Month 1 - 3 Year,EM3,150001,200000,36,01/11/2019,31/10/2022,2.703881
10EM3B15853 Start Month 1 - 4 Year,EM3,150001,200000,48,01/11/2019,31/10/2023,2.726836
10EM3B15853 Start Month 1 - 5 Year,EM3,150001,200000,60,01/11/2019,31/10/2024,2.739301
10EM3B15853 Start Month 10 - 1 Year,EM3,150001,200000,12,01/08/2020,31/07/2021,2.771828
10EM3B15853 Start Month 10 - 2 Year,EM3,150001,200000,24,01/08/2020,31/07/2022,2.766677
10EM3B15853 Start Month 10 - 3 Year,EM3,150001,200000,36,01/08/2020,31/07/2023,2.777637
10EM3B15853 Start Month 10 - 4 Year,EM3,150001,200000,48,01/08/2020,31/07/2024,2.779198
10EM3B15853 Start Month 10 - 5 Year,EM3,150001,200000,60,01/08/2020,31/07/2025,2.742423
10EM3B15853 Start Month 11 - 1 Year,EM3,150001,200000,12,01/09/2020,31/08/2021,2.771927
10EM3B15853 Start Month 11 - 2 Year,EM3,150001,200000,24,01/09/2020,31/08/2022,2.767687
10EM3B15853 Start Month 11 - 3 Year,EM3,150001,200000,36,01/09/2020,31/08/2023,2.778546
10EM3B15853 Start Month 11 - 4 Year,EM3,150001,200000,48,01/09/2020,31/08/2024,2.780208
10EM3B15853 Start Month 11 - 5 Year,EM3,150001,200000,60,01/09/2020,31/08/2025,2.72391
10EM3B15853 Start Month 12 - 1 Year,EM3,150001,200000,12,01/10/2020,30/09/2021,2.771016
10EM3B15853 Start Month 12 - 2 Year,EM3,150001,200000,24,01/10/2020,30/09/2022,2.769719
10EM3B15853 Start Month 12 - 3 Year,EM3,150001,200000,36,01/10/2020,30/09/2023,2.780871
10EM3B15853 Start Month 12 - 4 Year,EM3,150001,200000,48,01/10/2020,30/09/2024,2.782543
10EM3B15853 Start Month 12 - 5 Year,EM3,150001,200000,60,01/10/2020,30/09/2025,2.715184
10EM3B15853 Start Month 2 - 1 Year,EM3,150001,200000,12,01/12/2019,30/11/2020,2.667232
10EM3B15853 Start Month 2 - 2 Year,EM3,150001,200000,24,01/12/2019,30/11/2021,2.708727
10EM3B15853 Start Month 2 - 3 Year,EM3,150001,200000,36,01/12/2019,30/11/2022,2.725596
10EM3B15853 Start Month 2 - 4 Year,EM3,150001,200000,48,01/12/2019,30/11/2023,2.747543
10EM3B15853 Start Month 2 - 5 Year,EM3,150001,200000,60,01/12/2019,30/11/2024,2.756673
10EM3B15853 Start Month 3 - 1 Year,EM3,150001,200000,12,01/01/2020,31/12/2020,2.692076
10EM3B15853 Start Month 3 - 2 Year,EM3,150001,200000,24,01/01/2020,31/12/2021,2.725582
10EM3B15853 Start Month 3 - 3 Year,EM3,150001,200000,36,01/01/2020,31/12/2022,2.738827
10EM3B15853 Start Month 3 - 4 Year,EM3,150001,200000,48,01/01/2020,31/12/2023,2.759966
10EM3B15853 Start Month 3 - 5 Year,EM3,150001,200000,60,01/01/2020,31/12/2024,2.771017
10EM3B15853 Start Month 4 - 1 Year,EM3,150001,200000,12,01/02/2020,31/01/2021,2.715611
10EM3B15853 Start Month 4 - 2 Year,EM3,150001,200000,24,01/02/2020,31/01/2022,2.735983
10EM3B15853 Start Month 4 - 3 Year,EM3,150001,200000,36,01/02/2020,31/01/2023,2.748321
10EM3B15853 Start Month 4 - 4 Year,EM3,150001,200000,48,01/02/2020,31/01/2024,2.770066
10EM3B15853 Start Month 4 - 5 Year,EM3,150001,200000,60,01/02/2020,31/01/2025,2.779311
10EM3B15853 Start Month 5 - 1 Year,EM3,150001,200000,12,01/03/2020,28/02/2021,2.734082
10EM3B15853 Start Month 5 - 2 Year,EM3,150001,200000,24,01/03/2020,28/02/2022,2.745467
10EM3B15853 Start Month 5 - 3 Year,EM3,150001,200000,36,01/03/2020,28/02/2023,2.755896
10EM3B15853 Start Month 5 - 4 Year,EM3,150001,200000,48,01/03/2020,29/02/2024,2.779976
10EM3B15853 Start Month 5 - 5 Year,EM3,150001,200000,60,01/03/2020,28/02/2025,2.786181
10EM3B15853 Start Month 6 - 1 Year,EM3,150001,200000,12,01/04/2020,31/03/2021,2.762057
10EM3B15853 Start Month 6 - 2 Year,EM3,150001,200000,24,01/04/2020,31/03/2022,2.757989
10EM3B15853 Start Month 6 - 3 Year,EM3,150001,200000,36,01/04/2020,31/03/2023,2.766299
10EM3B15853 Start Month 6 - 4 Year,EM3,150001,200000,48,01/04/2020,31/03/2024,2.790076
10EM3B15853 Start Month 6 - 5 Year,EM3,150001,200000,60,01/04/2020,31/03/2025,2.794677
10EM3B15853 Start Month 7 - 1 Year,EM3,150001,200000,12,01/05/2020,30/04/2021,2.767509
10EM3B15853 Start Month 7 - 2 Year,EM3,150001,200000,24,01/05/2020,30/04/2022,2.761221
10EM3B15853 Start Month 7 - 3 Year,EM3,150001,200000,36,01/05/2020,30/04/2023,2.768723
10EM3B15853 Start Month 7 - 4 Year,EM3,150001,200000,48,01/05/2020,30/04/2024,2.794421
10EM3B15853 Start Month 7 - 5 Year,EM3,150001,200000,60,01/05/2020,30/04/2025,2.787264
10EM3B15853 Start Month 8 - 1 Year,EM3,150001,200000,12,01/06/2020,31/05/2021,2.769327
10EM3B15853 Start Month 8 - 2 Year,EM3,150001,200000,24,01/06/2020,31/05/2022,2.761928
10EM3B15853 Start Month 8 - 3 Year,EM3,150001,200000,36,01/06/2020,31/05/2023,2.771553
10EM3B15853 Start Month 8 - 4 Year,EM3,150001,200000,48,01/06/2020,31/05/2024,2.797261
10EM3B15853 Start Month 8 - 5 Year,EM3,150001,200000,60,01/06/2020,31/05/2025,2.780368
10EM3B15853 Start Month 9 - 1 Year,EM3,150001,200000,12,01/07/2020,30/06/2021,2.770224
10EM3B15853 Start Month 9 - 2 Year,EM3,150001,200000,24,01/07/2020,30/06/2022,2.76496
10EM3B15853 Start Month 9 - 3 Year,EM3,150001,200000,36,01/07/2020,30/06/2023,2.774494
10EM3B15853 Start Month 9 - 4 Year,EM3,150001,200000,48,01/07/2020,30/06/2024,2.788286
10EM3B15853 Start Month 9 - 5 Year,EM3,150001,200000,60,01/07/2020,30/06/2025,2.760744
10EM4B15853 Start Month 1 - 1 Year,EM4,150001,200000,12,01/11/2019,31/10/2020,2.613369
10EM4B15853 Start Month 1 - 2 Year,EM4,150001,200000,24,01/11/2019,31/10/2021,2.671531
10EM4B15853 Start Month 1 - 3 Year,EM4,150001,200000,36,01/11/2019,31/10/2022,2.694751
10EM4B15853 Start Month 1 - 4 Year,EM4,150001,200000,48,01/11/2019,31/10/2023,2.717706
10EM4B15853 Start Month 1 - 5 Year,EM4,150001,200000,60,01/11/2019,31/10/2024,2.728351
10EM4B15853 Start Month 10 - 1 Year,EM4,150001,200000,12,01/08/2020,31/07/2021,2.762708
10EM4B15853 Start Month 10 - 2 Year,EM4,150001,200000,24,01/08/2020,31/07/2022,2.759377
10EM4B15853 Start Month 10 - 3 Year,EM4,150001,200000,36,01/08/2020,31/07/2023,2.768507
10EM4B15853 Start Month 10 - 4 Year,EM4,150001,200000,48,01/08/2020,31/07/2024,2.768248
10EM4B15853 Start Month 10 - 5 Year,EM4,150001,200000,60,01/08/2020,31/07/2025,2.733303
10EM4B15853 Start Month 11 - 1 Year,EM4,150001,200000,12,01/09/2020,31/08/2021,2.764627
10EM4B15853 Start Month 11 - 2 Year,EM4,150001,200000,24,01/09/2020,31/08/2022,2.760387
10EM4B15853 Start Month 11 - 3 Year,EM4,150001,200000,36,01/09/2020,31/08/2023,2.769416
10EM4B15853 Start Month 11 - 4 Year,EM4,150001,200000,48,01/09/2020,31/08/2024,2.771088
10EM4B15853 Start Month 11 - 5 Year,EM4,150001,200000,60,01/09/2020,31/08/2025,2.71478
10EM4B15853 Start Month 12 - 1 Year,EM4,150001,200000,12,01/10/2020,30/09/2021,2.763716
10EM4B15853 Start Month 12 - 2 Year,EM4,150001,200000,24,01/10/2020,30/09/2022,2.760589
10EM4B15853 Start Month 12 - 3 Year,EM4,150001,200000,36,01/10/2020,30/09/2023,2.771751
10EM4B15853 Start Month 12 - 4 Year,EM4,150001,200000,48,01/10/2020,30/09/2024,2.773413
10EM4B15853 Start Month 12 - 5 Year,EM4,150001,200000,60,01/10/2020,30/09/2025,2.706064
10EM4B15853 Start Month 2 - 1 Year,EM4,150001,200000,12,01/12/2019,30/11/2020,2.656282
10EM4B15853 Start Month 2 - 2 Year,EM4,150001,200000,24,01/12/2019,30/11/2021,2.699597
10EM4B15853 Start Month 2 - 3 Year,EM4,150001,200000,36,01/12/2019,30/11/2022,2.716466
10EM4B15853 Start Month 2 - 4 Year,EM4,150001,200000,48,01/12/2019,30/11/2023,2.736593
10EM4B15853 Start Month 2 - 5 Year,EM4,150001,200000,60,01/12/2019,30/11/2024,2.747543
10EM4B15853 Start Month 3 - 1 Year,EM4,150001,200000,12,01/01/2020,31/12/2020,2.682946
10EM4B15853 Start Month 3 - 2 Year,EM4,150001,200000,24,01/01/2020,31/12/2021,2.716462
10EM4B15853 Start Month 3 - 3 Year,EM4,150001,200000,36,01/01/2020,31/12/2022,2.729697
10EM4B15853 Start Month 3 - 4 Year,EM4,150001,200000,48,01/01/2020,31/12/2023,2.750846
10EM4B15853 Start Month 3 - 5 Year,EM4,150001,200000,60,01/01/2020,31/12/2024,2.760067
10EM4B15853 Start Month 4 - 1 Year,EM4,150001,200000,12,01/02/2020,31/01/2021,2.704661
10EM4B15853 Start Month 4 - 2 Year,EM4,150001,200000,24,01/02/2020,31/01/2022,2.728683
10EM4B15853 Start Month 4 - 3 Year,EM4,150001,200000,36,01/02/2020,31/01/2023,2.739191
10EM4B15853 Start Month 4 - 4 Year,EM4,150001,200000,48,01/02/2020,31/01/2024,2.760946
10EM4B15853 Start Month 4 - 5 Year,EM4,150001,200000,60,01/02/2020,31/01/2025,2.768361
10EM4B15853 Start Month 5 - 1 Year,EM4,150001,200000,12,01/03/2020,28/02/2021,2.724962
10EM4B15853 Start Month 5 - 2 Year,EM4,150001,200000,24,01/03/2020,28/02/2022,2.736347
10EM4B15853 Start Month 5 - 3 Year,EM4,150001,200000,36,01/03/2020,28/02/2023,2.746776
10EM4B15853 Start Month 5 - 4 Year,EM4,150001,200000,48,01/03/2020,29/02/2024,2.769026
10EM4B15853 Start Month 5 - 5 Year,EM4,150001,200000,60,01/03/2020,28/02/2025,2.777061
10EM4B15853 Start Month 6 - 1 Year,EM4,150001,200000,12,01/04/2020,31/03/2021,2.752937
10EM4B15853 Start Month 6 - 2 Year,EM4,150001,200000,24,01/04/2020,31/03/2022,2.748869
10EM4B15853 Start Month 6 - 3 Year,EM4,150001,200000,36,01/04/2020,31/03/2023,2.757179
10EM4B15853 Start Month 6 - 4 Year,EM4,150001,200000,48,01/04/2020,31/03/2024,2.780946
10EM4B15853 Start Month 6 - 5 Year,EM4,150001,200000,60,01/04/2020,31/03/2025,2.783727
10EM4B15853 Start Month 7 - 1 Year,EM4,150001,200000,12,01/05/2020,30/04/2021,2.758379
10EM4B15853 Start Month 7 - 2 Year,EM4,150001,200000,24,01/05/2020,30/04/2022,2.753921
10EM4B15853 Start Month 7 - 3 Year,EM4,150001,200000,36,01/05/2020,30/04/2023,2.761423
10EM4B15853 Start Month 7 - 4 Year,EM4,150001,200000,48,01/05/2020,30/04/2024,2.785301
10EM4B15853 Start Month 7 - 5 Year,EM4,150001,200000,60,01/05/2020,30/04/2025,2.778144
10EM4B15853 Start Month 8 - 1 Year,EM4,150001,200000,12,01/06/2020,31/05/2021,2.760197
10EM4B15853 Start Month 8 - 2 Year,EM4,150001,200000,24,01/06/2020,31/05/2022,2.754628
10EM4B15853 Start Month 8 - 3 Year,EM4,150001,200000,36,01/06/2020,31/05/2023,2.762433
10EM4B15853 Start Month 8 - 4 Year,EM4,150001,200000,48,01/06/2020,31/05/2024,2.786311
10EM4B15853 Start Month 8 - 5 Year,EM4,150001,200000,60,01/06/2020,31/05/2025,2.769418
10EM4B15853 Start Month 9 - 1 Year,EM4,150001,200000,12,01/07/2020,30/06/2021,2.761094
10EM4B15853 Start Month 9 - 2 Year,EM4,150001,200000,24,01/07/2020,30/06/2022,2.75584
10EM4B15853 Start Month 9 - 3 Year,EM4,150001,200000,36,01/07/2020,30/06/2023,2.765364
10EM4B15853 Start Month 9 - 4 Year,EM4,150001,200000,48,01/07/2020,30/06/2024,2.777336
10EM4B15853 Start Month 9 - 5 Year,EM4,150001,200000,60,01/07/2020,30/06/2025,2.749794
10NE1B16087 Start Month 1 - 1 Year,NE1,150001,200000,12,01/11/2019,31/10/2020,2.709714
10NE1B16087 Start Month 1 - 2 Year,NE1,150001,200000,24,01/11/2019,31/10/2021,2.776794
10NE1B16087 Start Month 1 - 3 Year,NE1,150001,200000,36,01/11/2019,31/10/2022,2.807425
10NE1B16087 Start Month 1 - 4 Year,NE1,150001,200000,48,01/11/2019,31/10/2023,2.832402
10NE1B16087 Start Month 1 - 5 Year,NE1,150001,200000,60,01/11/2019,31/10/2024,2.842542
10NE1B16087 Start Month 10 - 1 Year,NE1,150001,200000,12,01/08/2020,31/07/2021,2.874372
10NE1B16087 Start Month 10 - 2 Year,NE1,150001,200000,24,01/08/2020,31/07/2022,2.878947
10NE1B16087 Start Month 10 - 3 Year,NE1,150001,200000,36,01/08/2020,31/07/2023,2.888269
10NE1B16087 Start Month 10 - 4 Year,NE1,150001,200000,48,01/08/2020,31/07/2024,2.887515
10NE1B16087 Start Month 10 - 5 Year,NE1,150001,200000,60,01/08/2020,31/07/2025,2.842834
10NE1B16087 Start Month 11 - 1 Year,NE1,150001,200000,12,01/09/2020,31/08/2021,2.878212
10NE1B16087 Start Month 11 - 2 Year,NE1,150001,200000,24,01/09/2020,31/08/2022,2.881777
10NE1B16087 Start Month 11 - 3 Year,NE1,150001,200000,36,01/09/2020,31/08/2023,2.890907
10NE1B16087 Start Month 11 - 4 Year,NE1,150001,200000,48,01/09/2020,31/08/2024,2.890345
10NE1B16087 Start Month 11 - 5 Year,NE1,150001,200000,60,01/09/2020,31/08/2025,2.82239
10NE1B16087 Start Month 12 - 1 Year,NE1,150001,200000,12,01/10/2020,30/09/2021,2.879222
10NE1B16087 Start Month 12 - 2 Year,NE1,150001,200000,24,01/10/2020,30/09/2022,2.882181
10NE1B16087 Start Month 12 - 3 Year,NE1,150001,200000,36,01/10/2020,30/09/2023,2.891513
10NE1B16087 Start Month 12 - 4 Year,NE1,150001,200000,48,01/10/2020,30/09/2024,2.892882
10NE1B16087 Start Month 12 - 5 Year,NE1,150001,200000,60,01/10/2020,30/09/2025,2.811844
10NE1B16087 Start Month 2 - 1 Year,NE1,150001,200000,12,01/12/2019,30/11/2020,2.754255
10NE1B16087 Start Month 2 - 2 Year,NE1,150001,200000,24,01/12/2019,30/11/2021,2.808621
10NE1B16087 Start Month 2 - 3 Year,NE1,150001,200000,36,01/12/2019,30/11/2022,2.831061
10NE1B16087 Start Month 2 - 4 Year,NE1,150001,200000,48,01/12/2019,30/11/2023,2.851087
10NE1B16087 Start Month 2 - 5 Year,NE1,150001,200000,60,01/12/2019,30/11/2024,2.861835
10NE1B16087 Start Month 3 - 1 Year,NE1,150001,200000,12,01/01/2020,31/12/2020,2.780616
10NE1B16087 Start Month 3 - 2 Year,NE1,150001,200000,24,01/01/2020,31/12/2021,2.827104
10NE1B16087 Start Month 3 - 3 Year,NE1,150001,200000,36,01/01/2020,31/12/2022,2.843888
10NE1B16087 Start Month 3 - 4 Year,NE1,150001,200000,48,01/01/2020,31/12/2023,2.865239
